,hid,rlid,admin1,admin2,hh_size
2629,,,51,069,1
2630,,,51,107,1
2631,,,51,720,2
2632,,,51,117,2
2633,,,51,041,2
2634,,,51,067,2
2635,,,51,600,1
2636,,,51,550,1
2637,,,51,550,2
2638,,,51,153,1
2639,,,51,087,1
2640,,,51,059,1
2641,,,51,153,2
2642,,,51,059,1
2643,,,51,570,2
2644,,,51,059,2
2645,,,51,161,2
2646,,,51,107,3
2647,,,51,059,2
2648,,,51,005,3
2649,,,51,087,1
2650,,,51,153,4
2651,,,51,135,1
2652,,,51,061,1
2653,,,51,107,1
2654,,,51,125,1
2655,,,51,107,2
2656,,,51,059,3
2657,,,51,059,1
2658,,,51,181,3
2659,,,51,059,1
2660,,,51,041,1
2661,,,51,810,2
2662,,,51,550,3
2663,,,51,041,2
2664,,,51,153,1
2665,,,51,680,2
2666,,,51,510,3
2667,,,51,179,1
2668,,,51,680,1
2669,,,51,810,1
2670,,,51,041,2
2671,,,51,087,1
2672,,,51,067,1
2673,,,51,650,2
2674,,,51,009,2
2675,,,51,153,2
2676,,,51,179,1
2677,,,51,710,2
2678,,,51,810,2
2679,,,51,650,2
2680,,,51,133,1
2681,,,51,810,1
2682,,,51,810,2
2683,,,51,019,1
2684,,,51,191,3
2685,,,51,590,1
2686,,,51,001,1
2687,,,51,740,1
2688,,,51,510,4
2689,,,51,041,1
2690,,,51,015,2
2691,,,51,087,1
2692,,,51,710,1
2693,,,51,077,1
2694,,,51,121,1
2695,,,51,061,3
2696,,,51,800,1
2697,,,51,161,4
2698,,,51,760,2
2699,,,51,059,4
2700,,,51,810,2
2701,,,51,173,4
2702,,,51,153,3
2703,,,51,041,2
2704,,,51,810,2
2705,,,51,067,3
2706,,,51,760,3
2707,,,51,059,3
2708,,,51,087,1
2709,,,51,059,3
2710,,,51,069,2
2711,,,51,059,2
2712,,,51,041,1
2713,,,51,177,2
2714,,,51,121,3
2715,,,51,083,1
2716,,,51,710,1
2717,,,51,840,3
2718,,,51,143,2
2719,,,51,580,1
2720,,,51,033,2
2721,,,51,099,1
2722,,,51,143,3
2723,,,51,161,4
2724,,,51,041,2
2725,,,51,059,2
2726,,,51,041,2
2727,,,51,680,2
2728,,,51,153,1
2729,,,51,059,2
2730,,,51,640,1
2731,,,51,059,2
2732,,,51,013,2
2733,,,51,019,2
2734,,,51,041,2
2735,,,51,165,1
2736,,,51,007,1
2737,,,51,107,3
2738,,,51,680,1
2739,,,51,153,2
2740,,,51,097,1
2741,,,51,107,1
2742,,,51,087,1
2743,,,51,650,1
2744,,,51,141,2
2745,,,51,097,1
2746,,,51,087,3
2747,,,51,041,1
2748,,,51,059,2
2749,,,51,059,5
2750,,,51,730,1
2751,,,51,127,2
2752,,,51,139,1
2753,,,51,153,1
2754,,,51,019,4
2755,,,51,810,3
2756,,,51,670,1
2757,,,51,013,2
2758,,,51,089,1
2759,,,51,650,2
2760,,,51,077,2
2761,,,51,153,1
2762,,,51,660,1
2763,,,51,053,6
2764,,,51,059,2
2765,,,51,810,1
2766,,,51,147,1
2767,,,51,059,1
2768,,,51,013,2
2769,,,51,740,2
2770,,,51,820,2
2771,,,51,059,2
2772,,,51,680,3
2773,,,51,195,1
2774,,,51,177,3
2775,,,51,059,2
2776,,,51,059,4
2777,,,51,760,1
2778,,,51,087,1
2779,,,51,013,2
2780,,,51,710,1
2781,,,51,085,3
2782,,,51,059,1
2783,,,51,137,1
2784,,,51,760,3
2785,,,51,165,1
2786,,,51,171,2
2787,,,51,191,2
2788,,,51,550,2
2789,,,51,710,1
2790,,,51,760,4
2791,,,51,810,2
2792,,,51,191,1
2793,,,51,079,3
2794,,,51,650,2
2795,,,51,155,3
2796,,,51,810,2
2797,,,51,059,1
2798,,,51,770,1
2799,,,51,059,1
2800,,,51,059,2
2801,,,51,063,1
2802,,,51,001,1
2803,,,51,147,2
2804,,,51,067,1
2805,,,51,760,1
2806,,,51,013,1
2807,,,51,680,1
2808,,,51,800,1
2809,,,51,059,8
2810,,,51,081,1
2811,,,51,760,2
2812,,,51,019,5
2813,,,51,013,2
2814,,,51,199,2
2815,,,51,760,1
2816,,,51,069,1
2817,,,51,059,2
2818,,,51,059,2
2819,,,51,059,1
2820,,,51,600,3
2821,,,51,049,2
2822,,,51,059,1
2823,,,51,179,2
2824,,,51,199,2
2825,,,51,810,1
2826,,,51,700,2
2827,,,51,059,1
2828,,,51,670,1
2829,,,51,153,1
2830,,,51,059,2
2831,,,51,059,1
2832,,,51,179,3
2833,,,51,510,1
2834,,,51,059,3
2835,,,51,177,3
2836,,,51,595,1
2837,,,51,057,2
2838,,,51,660,2
2839,,,51,101,1
2840,,,51,153,2
2841,,,51,107,2
2842,,,51,059,2
2843,,,51,047,2
2844,,,51,153,1
2845,,,51,059,2
2846,,,51,660,1
2847,,,51,171,2
2848,,,51,115,3
2849,,,51,005,1
2850,,,51,510,3
2851,,,51,085,2
2852,,,51,550,2
2853,,,51,710,4
2854,,,51,810,2
2855,,,51,685,1
2856,,,51,119,3
2857,,,51,059,2
2858,,,51,013,1
2859,,,51,161,2
2860,,,51,121,1
2861,,,51,013,2
2862,,,51,153,1
2863,,,51,710,1
2864,,,51,069,1
2865,,,51,023,1
2866,,,51,760,2
2867,,,51,149,2
2868,,,51,133,2
2869,,,51,107,2
2870,,,51,121,1
2871,,,51,059,2
2872,,,51,121,1
2873,,,51,660,3
2874,,,51,107,4
2875,,,51,177,3
2876,,,51,053,4
2877,,,51,107,1
2878,,,51,683,2
2879,,,51,650,6
2880,,,51,153,1
2881,,,51,760,1
2882,,,51,595,1
2883,,,51,107,1
2884,,,51,550,2
2885,,,51,510,2
2886,,,51,179,1
2887,,,51,013,1
2888,,,51,095,1
2889,,,51,191,1
2890,,,51,107,2
2891,,,51,113,1
2892,,,51,059,1
2893,,,51,061,1
2894,,,51,087,3
2895,,,51,770,1
2896,,,51,059,5
2897,,,51,179,1
2898,,,51,810,1
2899,,,51,107,2
2900,,,51,015,1
2901,,,51,125,1
2902,,,51,650,1
2903,,,51,167,1
2904,,,51,195,1
2905,,,51,003,1
2906,,,51,195,1
2907,,,51,700,2
2908,,,51,510,3
2909,,,51,191,2
2910,,,51,059,2
2911,,,51,087,1
2912,,,51,087,2
2913,,,51,700,2
2914,,,51,061,1
2915,,,51,041,2
2916,,,51,710,2
2917,,,51,153,2
2918,,,51,059,1
2919,,,51,107,1
2920,,,51,810,2
2921,,,51,199,1
2922,,,51,810,1
2923,,,51,133,2
2924,,,51,179,1
2925,,,51,760,6
2926,,,51,089,1
2927,,,51,027,1
2928,,,51,153,1
2929,,,51,113,2
2930,,,51,145,2
2931,,,51,195,3
2932,,,51,810,1
2933,,,51,111,2
2934,,,51,760,3
2935,,,51,049,2
2936,,,51,061,1
2937,,,51,047,2
2938,,,51,087,3
2939,,,51,161,1
2940,,,51,660,3
2941,,,51,153,1
2942,,,51,800,2
2943,,,51,153,1
2944,,,51,540,1
2945,,,51,117,1
2946,,,51,013,1
2947,,,51,550,2
2948,,,51,730,1
2949,,,51,059,1
2950,,,51,185,1
2951,,,51,125,2
2952,,,51,810,1
2953,,,51,007,2
2954,,,51,520,1
2955,,,51,059,3
2956,,,51,161,1
2957,,,51,107,2
2958,,,51,685,1
2959,,,51,059,3
2960,,,51,009,1
2961,,,51,041,2
2962,,,51,760,3
2963,,,51,059,3
2964,,,51,810,2
2965,,,51,179,1
2966,,,51,191,3
2967,,,51,137,2
2968,,,51,153,1
2969,,,51,650,2
2970,,,51,019,2
2971,,,51,107,1
2972,,,51,191,1
2973,,,51,059,2
2974,,,51,121,1
2975,,,51,059,2
2976,,,51,810,1
2977,,,51,177,3
2978,,,51,700,3
2979,,,51,107,2
2980,,,51,059,1
2981,,,51,169,1
2982,,,51,197,2
2983,,,51,810,2
2984,,,51,059,3
2985,,,51,069,1
2986,,,51,177,2
2987,,,51,161,2
2988,,,51,187,1
2989,,,51,810,1
2990,,,51,085,3
2991,,,51,087,2
2992,,,51,165,3
2993,,,51,790,1
2994,,,51,740,1
2995,,,51,177,2
2996,,,51,760,1
2997,,,51,520,1
2998,,,51,735,2
2999,,,51,740,1
3000,,,51,650,1
3001,,,51,103,2
3002,,,51,149,2
3003,,,51,059,1
3004,,,51,630,2
3005,,,51,025,2
3006,,,51,191,1
3007,,,51,179,1
3008,,,51,107,1
3009,,,51,153,2
3010,,,51,810,2
3011,,,51,177,1
3012,,,51,057,1
3013,,,51,760,1
3014,,,51,143,3
3015,,,51,165,1
3016,,,51,059,2
3017,,,51,059,1
3018,,,51,011,2
3019,,,51,800,4
3020,,,51,147,1
3021,,,51,035,1
3022,,,51,033,2
3023,,,51,153,2
3024,,,51,089,1
3025,,,51,153,1
3026,,,51,530,1
3027,,,51,107,1
3028,,,51,710,2
3029,,,51,700,1
3030,,,51,041,2
3031,,,51,061,1
3032,,,51,153,1
3033,,,51,760,1
3034,,,51,059,1
3035,,,51,760,1
3036,,,51,059,2
3037,,,51,710,1
3038,,,51,085,1
3039,,,51,053,1
3040,,,51,760,1
3041,,,51,550,2
3042,,,51,011,1
3043,,,51,107,1
3044,,,51,810,2
3045,,,51,036,5
3046,,,51,041,1
3047,,,51,009,2
3048,,,51,041,1
3049,,,51,700,1
3050,,,51,065,1
3051,,,51,059,1
3052,,,51,095,1
3053,,,51,760,2
3054,,,51,760,2
3055,,,51,173,1
3056,,,51,790,2
3057,,,51,550,2
3058,,,51,041,1
3059,,,51,167,2
3060,,,51,059,2
3061,,,51,153,2
3062,,,51,041,2
3063,,,51,199,1
3064,,,51,153,2
3065,,,51,183,1
3066,,,51,810,2
3067,,,51,003,2
3068,,,51,041,2
3069,,,51,059,1
3070,,,51,107,2
3071,,,51,087,1
3072,,,51,161,3
3073,,,51,139,1
3074,,,51,059,6
3075,,,51,740,2
3076,,,51,177,3
3077,,,51,700,1
3078,,,51,041,2
3079,,,51,153,1
3080,,,51,700,1
3081,,,51,710,1
3082,,,51,550,2
3083,,,51,005,1
3084,,,51,700,1
3085,,,51,041,2
3086,,,51,061,1
3087,,,51,740,5
3088,,,51,003,1
3089,,,51,103,2
3090,,,51,059,3
3091,,,51,540,1
3092,,,51,810,2
3093,,,51,197,1
3094,,,51,510,1
3095,,,51,161,1
3096,,,51,121,1
3097,,,51,089,2
3098,,,51,810,1
3099,,,51,830,2
3100,,,51,003,3
3101,,,51,051,2
3102,,,51,700,1
3103,,,51,059,1
3104,,,51,810,2
3105,,,51,580,3
3106,,,51,810,1
3107,,,51,059,1
3108,,,51,820,2
3109,,,51,087,3
3110,,,51,077,2
3111,,,51,810,4
3112,,,51,181,2
3113,,,51,035,4
3114,,,51,760,4
3115,,,51,059,2
3116,,,51,810,2
3117,,,51,740,1
3118,,,51,107,1
3119,,,51,790,3
3120,,,51,117,2
3121,,,51,840,2
3122,,,51,510,1
3123,,,51,161,1
3124,,,51,059,1
3125,,,51,510,2
3126,,,51,161,2
3127,,,51,153,1
3128,,,51,031,4
3129,,,51,087,2
3130,,,51,069,3
3131,,,51,121,1
3132,,,51,041,1
3133,,,51,059,2
3134,,,51,087,1
3135,,,51,059,2
3136,,,51,059,1
3137,,,51,041,1
3138,,,51,059,1
3139,,,51,121,3
3140,,,51,810,1
3141,,,51,810,2
3142,,,51,099,1
3143,,,51,191,1
3144,,,51,153,2
3145,,,51,810,1
3146,,,51,107,4
3147,,,51,041,3
3148,,,51,059,5
3149,,,51,023,1
3150,,,51,153,2
3151,,,51,057,1
3152,,,51,710,3
3153,,,51,550,1
3154,,,51,810,1
3155,,,51,003,1
3156,,,51,059,1
3157,,,51,107,2
3158,,,51,059,2
3159,,,51,730,1
3160,,,51,710,2
3161,,,51,685,2
3162,,,51,073,2
3163,,,51,550,1
3164,,,51,027,3
3165,,,51,087,2
3166,,,51,167,2
3167,,,51,059,1
3168,,,51,161,2
3169,,,51,085,2
3170,,,51,025,1
3171,,,51,550,2
3172,,,51,161,6
3173,,,51,059,4
3174,,,51,550,1
3175,,,51,093,1
3176,,,51,099,1
3177,,,51,013,2
3178,,,51,087,2
3179,,,51,059,2
3180,,,51,550,1
3181,,,51,161,2
3182,,,51,031,1
3183,,,51,650,1
3184,,,51,059,2
3185,,,51,141,1
3186,,,51,107,3
3187,,,51,041,3
3188,,,51,193,3
3189,,,51,153,1
3190,,,51,013,1
3191,,,51,770,1
3192,,,51,087,2
3193,,,51,740,1
3194,,,51,143,1
3195,,,51,059,5
3196,,,51,153,2
3197,,,51,810,1
3198,,,51,550,1
3199,,,51,191,2
3200,,,51,019,4
3201,,,51,041,3
3202,,,51,023,2
3203,,,51,059,1
3204,,,51,059,2
3205,,,51,760,3
3206,,,51,059,1
3207,,,51,710,1
3208,,,51,195,2
3209,,,51,087,1
3210,,,51,810,1
3211,,,51,171,2
3212,,,51,760,2
3213,,,51,810,1
3214,,,51,087,1
3215,,,51,153,3
3216,,,51,153,1
3217,,,51,153,3
3218,,,51,059,1
3219,,,51,173,2
3220,,,51,760,1
3221,,,51,059,1
3222,,,51,059,3
3223,,,51,740,2
3224,,,51,041,2
3225,,,51,510,2
3226,,,51,069,2
3227,,,51,143,1
3228,,,51,059,2
3229,,,51,107,4
3230,,,51,810,2
3231,,,51,810,2
3232,,,51,153,1
3233,,,51,153,3
3234,,,51,025,2
3235,,,51,013,1
3236,,,51,590,2
3237,,,51,730,3
3238,,,51,179,2
3239,,,51,059,1
3240,,,51,059,1
3241,,,51,700,1
3242,,,51,710,1
3243,,,51,510,1
3244,,,51,810,1
3245,,,51,013,2
3246,,,51,135,1
3247,,,51,003,3
3248,,,51,059,2
3249,,,51,800,2
3250,,,51,139,1
3251,,,51,059,1
3252,,,51,059,1
3253,,,51,193,1
3254,,,51,173,1
3255,,,51,153,1
3256,,,51,059,1
3257,,,51,059,4
3258,,,51,061,2
3259,,,51,820,3
3260,,,51,810,1
3261,,,51,153,1
3262,,,51,678,1
3263,,,51,005,2
3264,,,51,115,3
3265,,,51,147,2
3266,,,51,007,3
3267,,,51,153,1
3268,,,51,740,1
3269,,,51,059,1
3270,,,51,059,4
3271,,,51,153,1
3272,,,51,760,2
3273,,,51,185,2
3274,,,51,177,1
3275,,,51,191,2
3276,,,51,095,2
3277,,,51,087,3
3278,,,51,790,1
3279,,,51,650,2
3280,,,51,810,2
3281,,,51,041,1
3282,,,51,143,2
3283,,,51,041,2
3284,,,51,071,1
3285,,,51,087,1
3286,,,51,700,2
3287,,,51,019,2
3288,,,51,550,2
3289,,,51,099,2
3290,,,51,041,1
3291,,,51,187,1
3292,,,51,540,2
3293,,,51,059,4
3294,,,51,059,1
3295,,,51,195,2
3296,,,51,069,2
3297,,,51,059,1
3298,,,51,093,1
3299,,,51,153,3
3300,,,51,163,2
3301,,,51,710,1
3302,,,51,165,1
3303,,,51,059,2
3304,,,51,650,2
3305,,,51,810,1
3306,,,51,161,4
3307,,,51,510,1
3308,,,51,153,1
3309,,,51,003,3
3310,,,51,710,2
3311,,,51,177,1
3312,,,51,179,3
3313,,,51,059,1
3314,,,51,680,4
3315,,,51,075,4
3316,,,51,550,1
3317,,,51,087,1
3318,,,51,019,4
3319,,,51,710,1
3320,,,51,760,1
3321,,,51,147,2
3322,,,51,059,2
3323,,,51,059,2
3324,,,51,760,1
3325,,,51,059,1
3326,,,51,810,5
3327,,,51,075,1
3328,,,51,041,1
3329,,,51,059,2
3330,,,51,710,2
3331,,,51,610,1
3332,,,51,197,2
3333,,,51,073,1
3334,,,51,107,1
3335,,,51,041,1
3336,,,51,113,3
3337,,,51,127,1
3338,,,51,700,1
3339,,,51,059,2
3340,,,51,059,2
3341,,,51,179,2
3342,,,51,087,2
3343,,,51,760,2
3344,,,51,810,1
3345,,,51,033,2
3346,,,51,740,1
3347,,,51,003,1
3348,,,51,760,3
3349,,,51,059,1
3350,,,51,683,1
3351,,,51,143,1
3352,,,51,059,2
3353,,,51,083,1
3354,,,51,079,2
3355,,,51,165,2
3356,,,51,059,1
3357,,,51,670,5
3358,,,51,069,1
3359,,,51,760,2
3360,,,51,131,3
3361,,,51,059,1
3362,,,51,161,1
3363,,,51,161,1
3364,,,51,700,3
3365,,,51,089,2
3366,,,51,001,1
3367,,,51,013,1
3368,,,51,041,2
3369,,,51,153,2
3370,,,51,099,1
3371,,,51,059,2
3372,,,51,590,2
3373,,,51,085,2
3374,,,51,161,3
3375,,,51,085,1
3376,,,51,735,1
3377,,,51,810,2
3378,,,51,125,1
3379,,,51,550,1
3380,,,51,810,2
3381,,,51,099,5
3382,,,51,019,3
3383,,,51,009,1
3384,,,51,031,1
3385,,,51,087,1
3386,,,51,550,3
3387,,,51,550,2
3388,,,51,143,2
3389,,,51,177,1
3390,,,51,177,3
3391,,,51,800,2
3392,,,51,041,1
3393,,,51,179,4
3394,,,51,650,2
3395,,,51,107,1
3396,,,51,013,1
3397,,,51,810,1
3398,,,51,700,4
3399,,,51,550,1
3400,,,51,710,1
3401,,,51,029,1
3402,,,51,059,1
3403,,,51,059,3
3404,,,51,197,2
3405,,,51,057,2
3406,,,51,810,1
3407,,,51,800,2
3408,,,51,540,4
3409,,,51,760,5
3410,,,51,760,1
3411,,,51,036,3
3412,,,51,069,1
3413,,,51,071,3
3414,,,51,550,2
3415,,,51,059,1
3416,,,51,059,1
3417,,,51,153,2
3418,,,51,059,1
3419,,,51,740,2
3420,,,51,009,1
3421,,,51,067,1
3422,,,51,550,2
3423,,,51,177,1
3424,,,51,145,1
3425,,,51,193,2
3426,,,51,810,5
3427,,,51,730,2
3428,,,51,530,1
3429,,,51,740,2
3430,,,51,013,1
3431,,,51,510,1
3432,,,51,550,2
3433,,,51,760,1
3434,,,51,143,1
3435,,,51,810,1
3436,,,51,095,2
3437,,,51,810,1
3438,,,51,089,2
3439,,,51,107,1
3440,,,51,041,1
3441,,,51,041,4
3442,,,51,153,1
3443,,,51,177,3
3444,,,51,167,2
3445,,,51,019,2
3446,,,51,710,2
3447,,,51,107,1
3448,,,51,153,1
3449,,,51,820,1
3450,,,51,013,1
3451,,,51,041,2
3452,,,51,041,3
3453,,,51,059,2
3454,,,51,830,2
3455,,,51,710,1
3456,,,51,179,1
3457,,,51,680,1
3458,,,51,183,3
3459,,,51,013,1
3460,,,51,059,3
3461,,,51,161,2
3462,,,51,179,1
3463,,,51,041,1
3464,,,51,033,1
3465,,,51,143,1
3466,,,51,660,1
3467,,,51,059,3
3468,,,51,810,2
3469,,,51,775,1
3470,,,51,059,2
3471,,,51,191,1
3472,,,51,083,2
3473,,,51,810,3
3474,,,51,059,2
3475,,,51,059,1
3476,,,51,019,1
3477,,,51,153,2
3478,,,51,153,2
3479,,,51,199,1
3480,,,51,087,1
3481,,,51,127,2
3482,,,51,041,3
3483,,,51,085,1
3484,,,51,107,1
3485,,,51,810,2
3486,,,51,093,2
3487,,,51,121,1
3488,,,51,085,1
3489,,,51,810,2
3490,,,51,810,1
3491,,,51,041,1
3492,,,51,121,2
3493,,,51,177,3
3494,,,51,810,2
3495,,,51,179,2
3496,,,51,003,1
3497,,,51,139,1
3498,,,51,177,4
3499,,,51,069,1
3500,,,51,650,3
3501,,,51,710,2
3502,,,51,710,2
3503,,,51,191,1
3504,,,51,700,1
3505,,,51,830,1
3506,,,51,069,3
3507,,,51,097,1
3508,,,51,680,2
3509,,,51,700,2
3510,,,51,153,2
3511,,,51,760,1
3512,,,51,185,2
3513,,,51,153,2
3514,,,51,059,4
3515,,,51,047,1
3516,,,51,059,1
3517,,,51,810,1
3518,,,51,165,2
3519,,,51,800,3
3520,,,51,059,2
3521,,,51,137,3
3522,,,51,510,3
3523,,,51,101,2
3524,,,51,179,2
3525,,,51,800,3
3526,,,51,510,3
3527,,,51,059,3
3528,,,51,107,2
3529,,,51,153,2
3530,,,51,059,2
3531,,,51,041,2
3532,,,51,550,2
3533,,,51,730,2
3534,,,51,149,1
3535,,,51,013,2
3536,,,51,760,1
3537,,,51,179,1
3538,,,51,069,2
3539,,,51,179,2
3540,,,51,121,1
3541,,,51,620,1
3542,,,51,810,1
3543,,,51,520,3
3544,,,51,059,1
3545,,,51,015,1
3546,,,51,510,3
3547,,,51,049,2
3548,,,51,013,1
3549,,,51,165,1
3550,,,51,059,2
3551,,,51,109,3
3552,,,51,023,2
3553,,,51,740,5
3554,,,51,700,2
3555,,,51,001,1
3556,,,51,153,2
3557,,,51,143,1
3558,,,51,153,3
3559,,,51,810,1
3560,,,51,073,1
3561,,,51,153,1
3562,,,51,041,2
3563,,,51,550,2
3564,,,51,013,1
3565,,,51,013,2
3566,,,51,059,1
3567,,,51,163,1
3568,,,51,035,1
3569,,,51,550,1
3570,,,51,193,2
3571,,,51,087,1
3572,,,51,800,1
3573,,,51,095,1
3574,,,51,093,1
3575,,,51,810,2
3576,,,51,041,1
3577,,,51,810,2
3578,,,51,179,1
3579,,,51,760,1
3580,,,51,177,2
3581,,,51,041,1
3582,,,51,059,1
3583,,,51,075,3
3584,,,51,810,1
3585,,,51,077,4
3586,,,51,840,2
3587,,,51,087,1
3588,,,51,059,3
3589,,,51,710,1
3590,,,51,770,2
3591,,,51,175,1
3592,,,51,013,1
3593,,,51,087,1
3594,,,51,730,1
3595,,,51,085,2
3596,,,51,101,3
3597,,,51,700,1
3598,,,51,031,2
3599,,,51,810,1
3600,,,51,630,2
3601,,,51,195,1
3602,,,51,720,2
3603,,,51,650,2
3604,,,51,059,1
3605,,,51,620,1
3606,,,51,775,3
3607,,,51,095,2
3608,,,51,061,2
3609,,,51,660,4
3610,,,51,710,2
3611,,,51,059,1
3612,,,51,107,2
3613,,,51,143,2
3614,,,51,179,1
3615,,,51,035,1
3616,,,51,059,1
3617,,,51,161,2
3618,,,51,013,2
3619,,,51,840,1
3620,,,51,161,1
3621,,,51,155,1
3622,,,51,137,1
3623,,,51,095,4
3624,,,51,810,2
3625,,,51,059,3
3626,,,51,081,1
3627,,,51,750,1
3628,,,51,700,1
3629,,,51,590,1
3630,,,51,095,2
3631,,,51,161,2
3632,,,51,550,2
3633,,,51,550,2
3634,,,51,700,3
3635,,,51,059,3
3636,,,51,550,2
3637,,,51,810,2
3638,,,51,700,3
3639,,,51,013,3
3640,,,51,770,1
3641,,,51,059,2
3642,,,51,069,2
3643,,,51,590,1
3644,,,51,680,2
3645,,,51,059,4
3646,,,51,087,1
3647,,,51,059,1
3648,,,51,001,1
3649,,,51,760,1
3650,,,51,177,2
3651,,,51,740,2
3652,,,51,161,1
3653,,,51,153,2
3654,,,51,179,2
3655,,,51,770,2
3656,,,51,059,3
3657,,,51,077,3
3658,,,51,059,4
3659,,,51,133,1
3660,,,51,121,2
3661,,,51,087,1
3662,,,51,059,1
3663,,,51,087,2
3664,,,51,059,2
3665,,,51,683,1
3666,,,51,770,2
3667,,,51,013,6
3668,,,51,510,1
3669,,,51,087,3
3670,,,51,107,1
3671,,,51,013,2
3672,,,51,095,2
3673,,,51,710,1
3674,,,51,073,1
3675,,,51,013,2
3676,,,51,059,2
3677,,,51,740,1
3678,,,51,710,1
3679,,,51,153,1
3680,,,51,775,3
3681,,,51,153,2
3682,,,51,009,2
3683,,,51,087,2
3684,,,51,650,3
3685,,,51,087,1
3686,,,51,029,1
3687,,,51,161,3
3688,,,51,059,1
3689,,,51,087,1
3690,,,51,041,1
3691,,,51,087,2
3692,,,51,195,1
3693,,,51,041,2
3694,,,51,059,5
3695,,,51,177,5
3696,,,51,153,1
3697,,,51,137,2
3698,,,51,650,3
3699,,,51,740,2
3700,,,51,810,2
3701,,,51,009,4
3702,,,51,059,1
3703,,,51,810,1
3704,,,51,141,3
3705,,,51,089,3
3706,,,51,550,1
3707,,,51,550,1
3708,,,51,700,2
3709,,,51,710,2
3710,,,51,760,1
3711,,,51,125,1
3712,,,51,710,3
3713,,,51,059,2
3714,,,51,650,3
3715,,,51,145,1
3716,,,51,153,2
3717,,,51,550,2
3718,,,51,770,2
3719,,,51,810,1
3720,,,51,710,1
3721,,,51,059,2
3722,,,51,760,2
3723,,,51,153,2
3724,,,51,800,2
3725,,,51,003,1
3726,,,51,013,1
3727,,,51,685,2
3728,,,51,187,1
3729,,,51,037,2
3730,,,51,009,2
3731,,,51,059,2
3732,,,51,013,2
3733,,,51,053,3
3734,,,51,510,2
3735,,,51,810,1
3736,,,51,195,1
3737,,,51,810,2
3738,,,51,107,1
3739,,,51,710,2
3740,,,51,107,3
3741,,,51,183,2
3742,,,51,013,2
3743,,,51,740,2
3744,,,51,047,2
3745,,,51,013,1
3746,,,51,550,1
3747,,,51,059,2
3748,,,51,770,1
3749,,,51,770,2
3750,,,51,710,1
3751,,,51,095,1
3752,,,51,041,1
3753,,,51,087,3
3754,,,51,550,2
3755,,,51,059,1
3756,,,51,770,2
3757,,,51,013,1
3758,,,51,760,4
3759,,,51,139,1
3760,,,51,710,3
3761,,,51,107,2
3762,,,51,700,1
3763,,,51,153,1
3764,,,51,015,1
3765,,,51,043,1
3766,,,51,013,2
3767,,,51,810,3
3768,,,51,540,2
3769,,,51,145,1
3770,,,51,161,2
3771,,,51,167,3
3772,,,51,660,2
3773,,,51,109,3
3774,,,51,760,1
3775,,,51,087,1
3776,,,51,093,1
3777,,,51,059,2
3778,,,51,067,1
3779,,,51,710,2
3780,,,51,107,1
3781,,,51,107,2
3782,,,51,085,1
3783,,,51,061,1
3784,,,51,117,2
3785,,,51,095,2
3786,,,51,650,3
3787,,,51,171,1
3788,,,51,059,3
3789,,,51,840,2
3790,,,51,043,1
3791,,,51,810,2
3792,,,51,161,1
3793,,,51,700,2
3794,,,51,810,1
3795,,,51,710,3
3796,,,51,067,1
3797,,,51,041,1
3798,,,51,077,2
3799,,,51,810,2
3800,,,51,710,1
3801,,,51,550,1
3802,,,51,550,1
3803,,,51,059,1
3804,,,51,830,1
3805,,,51,105,1
3806,,,51,013,2
3807,,,51,041,2
3808,,,51,685,4
3809,,,51,085,1
3810,,,51,810,2
3811,,,51,111,2
3812,,,51,810,3
3813,,,51,810,2
3814,,,51,165,1
3815,,,51,085,1
3816,,,51,173,1
3817,,,51,187,3
3818,,,51,051,2
3819,,,51,107,2
3820,,,51,121,3
3821,,,51,033,2
3822,,,51,013,2
3823,,,51,059,1
3824,,,51,790,2
3825,,,51,660,1
3826,,,51,153,3
3827,,,51,163,1
3828,,,51,107,1
3829,,,51,680,1
3830,,,51,530,4
3831,,,51,013,1
3832,,,51,059,2
3833,,,51,099,1
3834,,,51,153,1
3835,,,51,015,2
3836,,,51,810,1
3837,,,51,013,1
3838,,,51,840,1
3839,,,51,019,1
3840,,,51,810,2
3841,,,51,145,2
3842,,,51,047,1
3843,,,51,171,1
3844,,,51,059,2
3845,,,51,087,2
3846,,,51,700,2
3847,,,51,179,3
3848,,,51,009,1
3849,,,51,810,2
3850,,,51,710,1
3851,,,51,041,3
3852,,,51,059,4
3853,,,51,059,2
3854,,,51,179,3
3855,,,51,153,1
3856,,,51,059,1
3857,,,51,550,2
3858,,,51,145,1
3859,,,51,740,1
3860,,,51,089,2
3861,,,51,155,1
3862,,,51,059,1
3863,,,51,059,1
3864,,,51,179,8
3865,,,51,059,1
3866,,,51,167,1
3867,,,51,059,2
3868,,,51,163,4
3869,,,51,001,2
3870,,,51,059,1
3871,,,51,590,3
3872,,,51,173,1
3873,,,51,550,1
3874,,,51,197,2
3875,,,51,081,1
3876,,,51,059,1
3877,,,51,800,2
3878,,,51,510,2
3879,,,51,087,1
3880,,,51,143,2
3881,,,51,810,1
3882,,,51,037,2
3883,,,51,087,2
3884,,,51,550,1
3885,,,51,171,1
3886,,,51,059,2
3887,,,51,003,2
3888,,,51,041,4
3889,,,51,153,1
3890,,,51,680,4
3891,,,51,107,2
3892,,,51,153,3
3893,,,51,179,7
3894,,,51,073,1
3895,,,51,059,1
3896,,,51,141,3
3897,,,51,059,2
3898,,,51,081,1
